100
0.0000  8.0500  0.0000  0.0800  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  4.0000  0.0000  0.0000  0.0000  0.0000  9.0300  0.0000  0.0000  0.0000  0.0000  5.1300  0.0000  6.0900  0.0000  1.2400  0.6600  0.0000  0.0000  0.0000  0.0000  0.0000  0.5400  0.0000  0.0000  1.9000  0.0000  3.9200  0.0000  0.0000  0.0000  0.0000  0.0000  0.5700  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  9.5300  0.0000  0.0000  2.1000  0.0000  0.0000  0.0000  0.0000  1.7800  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  2.8500  1.4400  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.9900  0.0000  0.0000  0.0000  0.0000  0.6900  0.0000  0.0000  0.0000  0.9300  0.0000  0.0000
0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  7.6600  5.6100  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.0000  0.0000  1.1600  0.0000  0.0000  1.0600  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  2.0400  0.0000  0.0000  0.0000  0.0000  0.0000  0.5700  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  4.8100  1.1200  0.0000  1.1200  0.0000  3.6900  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  8.9100  0.0000  0.0000  5.7500  0.0000  0.0000  0.0000  0.0000  1.3100  0.0000  0.0000  0.0000  3.0700  4.5200  0.0000  1.0200  8.7000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  6.8800  0.5000  0.0000  0.0000  0.0000  9.8200
0.0000  9.0500  0.0000  0.0000  5.7100  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.1300  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  9.2900  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  7.8000  0.0000  0.0000  0.0000  6.9600  0.0000  0.0000  0.0000  0.0000  1.7900  0.0000  4.0300  0.0000  3.3700  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  7.4500  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  8.2100  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  7.1600  6.6500  0.0000  0.0000  0.0000  0.0000  0.0000  6.4900  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
0.0000  8.9400  5.9900  0.0000  0.0000  0.0000  0.0000  2.0600  0.0000  8.4500  0.0000  0.0000  0.0000  6.7500  9.5600  0.0000  0.0000  0.0000  0.0000  0.0000  4.2400  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.9100  0.0000  0.0000  0.0000  0.0000  0.0000  9.3000  0.0000  0.0000  1.1900  0.0800  0.0000  0.0000  0.0000  0.0000  9.4100  0.0000  3.3800  0.0000  0.0000  8.4600  0.0000  0.0000  0.0000  0.0000  4.4900  0.0000  5.8500  1.1400  3.2700  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  2.7400  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.1200  0.0000  10.0000  0.0000  1.6800  0.0000
0.0000  0.0000  7.3100  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  9.1300  8.2700  0.0000  4.7900  0.0000  0.0000  0.0000  0.0000  4.8900  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  3.2700  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  2.3700  6.1800  4.7600  0.0000  0.0000  0.0000  7.0200  0.0000  0.0000  0.0000  2.3700  1.9300  9.7900  0.0000  0.0000  0.0000  0.0000  0.0000  5.7300  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  4.2800  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  9.2800  0.0000  0.0000  0.0000  8.4400  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  8.0200  0.0000  0.0000  0.0000  0.0000  0.0000
0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  2.1700  0.0000  0.0000  2.0800  0.0000  4.4900  0.0000  0.0000  0.0000  0.0000  0.0000  2.9600  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  3.3600  0.0000  0.0000  0.0000  0.0000  9.9200  1.0100  0.0000  6.4900  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.0900  0.0000  0.0000  0.0000  5.8600  0.0000  0.0000  4.9900  0.0000  0.0000  0.0000  0.0000  0.0000  2.7600  0.0000  0.0000  0.0000  6.4000  0.0000  0.0000  0.0000  0.0000
0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0900  0.3100  2.4800  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  4.6100  0.0000  0.0000  0.0000  0.0000  6.9200  0.0000  0.0000  0.0000  0.0000  4.4400  0.0000  0.0000  0.0000  0.0000  0.0000  2.0600  0.0000  0.0000  0.0000  0.0000  0.0000  1.7400  7.4500  0.0000  0.0000  0.0000  0.0000  0.0000  5.8600  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.3200  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  9.4900  0.0000  0.0000  0.0000  0.0000  0.0000  7.5300  0.0000  0.0000  0.0000  0.0000  0.8800  0.0000  0.0000  0.0000  5.9500  0.0000  6.0100  6.2400  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  8.4300  0.0000  0.0000  8.9600  3.2800  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  3.2200  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  6.0800  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.7000  3.2600  0.3300  0.0000  0.0000  4.6900  0.0000  0.0000  9.8100  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  4.5300  5.3600  7.8900  0.0000  0.0000  0.0000  0.0000  5.6100  0.0000  0.0000  7.0700  0.0000  3.0200  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.7000  0.0000  0.0000  0.0000  7.5200  0.0000  1.0700  0.0000  5.1100  0.0000  7.9600  0.0000  0.0000  0.0000  0.0000  1.2500  0.0000  0.0000  0.0000  3.2700  0.0000
0.0000  4.1400  0.0000  0.0000  0.0000  0.0000  0.0000  6.9700  0.0000  0.0000  3.1600  0.0000  0.0000  6.9500  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.3700  0.0000  0.0000  0.0000  0.0000  0.0000  0.6500  0.0000  0.0000  7.2500  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  9.0800  0.0000  0.0000  7.8900  0.0000  0.2700  0.0000  0.0000  0.0000  0.0000  3.0400  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  2.4400  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  4.1800  0.0000  0.0000  7.3200  0.0000  0.0000  7.1100  0.0000  0.0900  0.0000  0.1000  0.0000  0.0000  6.5100  0.0000  0.0000  0.0000  0.0000  0.7500  0.0000  0.0000  0.0000  0.0000  0.0000  2.9300  0.0000  0.1300  0.0000  0.0000  0.0000  0.0000
0.0000  0.0000  0.0000  6.8900  0.1300  0.0000  0.0000  0.0000  0.0000  0.0000  5.1400  0.0000  0.0000  0.0000  0.0000  5.4400  6.0100  6.0800  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  6.7500  0.0000  0.0000  0.0000  0.0000  8.6000  9.7400  0.0000  3.9800  0.0000  0.0000  6.9100  1.7000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  3.3100  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.4000  0.0000  0.0000  0.0000  0.0000  3.9900  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  3.6500  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  7.6200  0.0700  0.0000  0.3200  0.0000  6.2200  0.0000  0.8600  0.0000  0.0000  0.0000
